id,created_at,updated_at,clerk_user_id,email,first_name,last_name,avatar_url,platform_role,is_active,last_login_at,preferences,metadata
fa8263d2-b6b1-4514-4f07-6307b13d93f7,2026-02-22T11:33:43.756Z,2025-08-06T12:41:13.398Z,sample_text_3058,masked_lgtla5@example.com,REDACTED,REDACTED,sample_text_1080,sample_text_1943,true,2025-07-24T12:24:38.358Z,sample_text_5233,sample_text_4074
034eaa7e-6ebe-4134-5494-fbfbc43c72ec,2026-01-14T11:37:53.942Z,2026-03-11T21:44:58.186Z,sample_text_9477,masked_wc8ac2@example.com,REDACTED,REDACTED,sample_text_159,sample_text_9314,true,2026-01-19T19:10:59.862Z,sample_text_1861,sample_text_2365
52f0edcc-bfb7-4f33-ad2e-fd54c484c769,2026-03-07T06:39:12.409Z,2025-09-23T14:56:05.496Z,sample_text_7407,masked_p3lu6t@example.com,REDACTED,REDACTED,sample_text_1426,sample_text_6774,true,2025-10-18T08:13:22.798Z,sample_text_8045,sample_text_7244
0a5b5544-8433-485d-8477-4051a66c59da,2025-06-16T03:39:30.347Z,2025-04-17T16:16:02.769Z,sample_text_7555,masked_y31s54@example.com,REDACTED,REDACTED,sample_text_4178,sample_text_7529,true,2025-11-21T16:04:27.623Z,sample_text_6590,sample_text_2371
c99158d6-bd93-42cc-6585-6fedbda473c8,2026-01-01T07:54:10.654Z,2025-04-25T21:59:14.455Z,sample_text_6461,masked_znijaq@example.com,REDACTED,REDACTED,sample_text_7609,sample_text_320,false,2025-07-24T16:19:14.173Z,sample_text_5989,sample_text_9151
8a0aa082-f148-423d-fd6f-c28d86c0215a,2025-04-30T06:35:28.862Z,2026-02-24T14:19:43.142Z,sample_text_390,masked_0ezix0@example.com,REDACTED,REDACTED,sample_text_4075,sample_text_8814,false,2025-11-16T23:55:25.926Z,sample_text_656,sample_text_8892
faab496b-a78d-4496-aa0f-1f0957801a80,2025-05-09T07:06:49.417Z,2025-12-12T17:57:52.697Z,sample_text_2364,masked_wycnjg@example.com,REDACTED,REDACTED,sample_text_745,sample_text_8568,true,2026-02-28T07:00:20.443Z,sample_text_9489,sample_text_3820
9eaa373f-8df1-4b6c-b2c9-c62b6f3363fe,2025-08-09T23:18:55.556Z,2025-07-05T18:07:36.230Z,sample_text_619,masked_v2o2fh@example.com,REDACTED,REDACTED,sample_text_964,sample_text_76,true,2025-12-14T08:33:31.990Z,sample_text_1201,sample_text_6712
e4a45791-4bec-432e-83c4-834772750abf,2026-03-15T11:27:09.262Z,2025-10-01T04:08:04.881Z,sample_text_1108,masked_0zfuuc@example.com,REDACTED,REDACTED,sample_text_3779,sample_text_9205,false,2026-01-14T16:26:50.496Z,sample_text_493,sample_text_7490
6a49f986-fadb-4bcd-512c-c56d68c9b08b,2025-05-03T17:42:26.750Z,2025-07-10T00:16:46.511Z,sample_text_665,masked_7je0vt@example.com,REDACTED,REDACTED,sample_text_4202,sample_text_1924,true,2026-02-18T11:39:37.302Z,sample_text_4673,sample_text_3942
9c9bf7cc-e7e9-4ae2-6497-3685d6fe38d9,2026-02-18T22:22:44.104Z,2025-07-30T19:33:46.574Z,sample_text_7894,masked_i3dy39@example.com,REDACTED,REDACTED,sample_text_236,sample_text_8998,false,2026-01-16T13:08:35.667Z,sample_text_5912,sample_text_3298
54566fd8-2ce9-43f1-d9c4-3262fe0540e9,2025-08-03T09:24:38.936Z,2026-03-16T00:28:21.760Z,sample_text_8632,masked_re1177@example.com,REDACTED,REDACTED,sample_text_7932,sample_text_5549,false,2026-01-27T17:48:15.554Z,sample_text_1116,sample_text_6687
b3ab5a31-3db7-455f-604b-d752ad0d37c7,2025-09-29T17:32:09.839Z,2026-04-01T17:15:05.339Z,sample_text_9746,masked_c8ym6k@example.com,REDACTED,REDACTED,sample_text_8882,sample_text_6655,true,2025-09-27T00:09:27.589Z,sample_text_752,sample_text_7580
62a9a1d7-9f49-48d7-cd45-e5cf69a2994c,2026-02-07T03:57:47.920Z,2025-11-27T20:28:26.705Z,sample_text_6882,masked_b0dtz7@example.com,REDACTED,REDACTED,sample_text_4800,sample_text_6271,true,2025-10-25T11:55:13.759Z,sample_text_267,sample_text_4374
e2e59b60-b37d-4442-b14f-f66ec99cab25,2025-07-19T21:40:18.852Z,2025-05-02T11:37:13.914Z,sample_text_272,masked_mq96es@example.com,REDACTED,REDACTED,sample_text_1638,sample_text_230,true,2025-08-28T10:08:43.817Z,sample_text_4831,sample_text_5949
d1707a15-e071-4bbb-65ff-4dfa7f902567,2026-02-21T22:52:51.335Z,2025-11-04T14:55:59.175Z,sample_text_1106,masked_h5vch5@example.com,REDACTED,REDACTED,sample_text_7259,sample_text_6299,false,2025-09-24T05:32:46.613Z,sample_text_8061,sample_text_606
5b22fa71-538f-4f40-5599-52754e6eb443,2025-10-10T20:36:36.939Z,2025-08-08T21:58:47.719Z,sample_text_1920,masked_ougt5g@example.com,REDACTED,REDACTED,sample_text_7973,sample_text_1834,true,2025-10-15T10:35:24.548Z,sample_text_8289,sample_text_8814
6601188e-454e-46f8-39d3-12e3a2450d73,2025-12-31T17:59:31.935Z,2025-08-19T06:58:51.294Z,sample_text_1383,masked_7cehvt@example.com,REDACTED,REDACTED,sample_text_1291,sample_text_681,true,2025-10-15T16:08:49.286Z,sample_text_9017,sample_text_3213
01576ed3-e96e-415a-7c79-d2b4e79c9251,2025-09-17T06:30:24.050Z,2026-03-11T02:49:01.686Z,sample_text_7905,masked_4xlmqg@example.com,REDACTED,REDACTED,sample_text_8007,sample_text_3069,true,2025-10-13T03:17:46.073Z,sample_text_1628,sample_text_8966
8ac01f7d-9c30-4771-a900-d8fc5dd68b28,2025-05-19T05:08:58.897Z,2025-06-28T20:03:39.593Z,sample_text_7343,masked_xk2k9l@example.com,REDACTED,REDACTED,sample_text_4231,sample_text_3490,true,2025-10-27T06:54:47.654Z,sample_text_5083,sample_text_7270
b19a9a30-5bc1-42f9-ac14-0842a27abbe0,2025-07-25T17:23:53.723Z,2025-11-05T22:22:54.488Z,sample_text_1390,masked_rt8djb@example.com,REDACTED,REDACTED,sample_text_7728,sample_text_7729,false,2025-06-22T05:56:26.634Z,sample_text_1224,sample_text_659
addfc86c-41af-41c3-ce53-f3cc7fcccdf6,2026-02-01T15:10:32.131Z,2025-06-25T20:00:33.660Z,sample_text_4269,masked_q19axj@example.com,REDACTED,REDACTED,sample_text_5571,sample_text_4693,true,2025-07-07T08:44:53.912Z,sample_text_6709,sample_text_7072
d9edb57f-a55c-4a07-df66-d6f8356c9964,2025-05-16T00:02:20.461Z,2025-10-14T15:11:41.509Z,sample_text_2367,masked_aaniu4@example.com,REDACTED,REDACTED,sample_text_694,sample_text_1887,true,2025-11-10T08:31:55.609Z,sample_text_5529,sample_text_2972
1f944d7a-c145-4606-b226-ca59addffefd,2025-10-25T22:30:52.036Z,2025-12-08T12:51:43.054Z,sample_text_2433,masked_7cse03@example.com,REDACTED,REDACTED,sample_text_8494,sample_text_595,true,2025-11-11T04:34:26.828Z,sample_text_2266,sample_text_4657
616cd82a-150d-43e4-e90b-50dd3877886b,2025-07-12T14:24:35.398Z,2025-09-23T05:11:28.519Z,sample_text_1830,masked_k4v7y5@example.com,REDACTED,REDACTED,sample_text_7147,sample_text_6984,false,2025-10-07T07:15:48.156Z,sample_text_731,sample_text_534
4983674c-e15e-4015-0eb3-50b01d7810f8,2026-02-05T02:14:52.305Z,2025-12-31T16:27:26.162Z,sample_text_3885,masked_m3qv70@example.com,REDACTED,REDACTED,sample_text_2274,sample_text_4629,false,2026-04-03T06:24:38.339Z,sample_text_434,sample_text_4176
2fd3b0e9-a8a5-42ef-ecf1-96898dccef87,2025-04-12T12:04:28.613Z,2025-10-15T20:17:51.269Z,sample_text_2003,masked_qz51vn@example.com,REDACTED,REDACTED,sample_text_6160,sample_text_6590,true,2026-04-10T14:02:56.769Z,sample_text_3077,sample_text_1628
234b0627-79ac-4de2-9e5f-3deaab1f438f,2025-09-11T16:06:00.898Z,2025-07-01T17:13:27.434Z,sample_text_2168,masked_w5n8bg@example.com,REDACTED,REDACTED,sample_text_2477,sample_text_8720,true,2025-07-04T18:52:45.762Z,sample_text_4967,sample_text_5629
c6fb6b4b-9efd-4a20-fd85-28ef5167ab5d,2026-02-15T17:11:01.877Z,2026-03-17T14:12:28.196Z,sample_text_3335,masked_t9l1yp@example.com,REDACTED,REDACTED,sample_text_3561,sample_text_9849,true,2026-01-26T15:45:56.719Z,sample_text_4093,sample_text_5219
65b719d4-a6d4-4c9f-1165-ea0ebe168811,2026-01-22T16:23:06.595Z,2025-09-27T03:50:08.596Z,sample_text_9830,masked_3cj10a@example.com,REDACTED,REDACTED,sample_text_123,sample_text_8065,false,2025-12-10T01:55:24.636Z,sample_text_4012,sample_text_2471
3f95f74e-1bdc-41c3-893d-2d90a62d76bc,2025-09-04T17:49:10.482Z,2025-10-09T16:07:21.412Z,sample_text_8798,masked_fgwcrm@example.com,REDACTED,REDACTED,sample_text_2231,sample_text_5827,true,2025-10-13T17:31:32.320Z,sample_text_4465,sample_text_1129
13815186-454f-4056-c0e4-2d163f76617d,2025-10-31T18:40:30.276Z,2025-05-18T20:25:06.671Z,sample_text_3439,masked_71qlct@example.com,REDACTED,REDACTED,sample_text_2240,sample_text_5152,true,2026-02-02T02:06:38.120Z,sample_text_5328,sample_text_3356
5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a,2025-06-27T12:51:57.261Z,2025-05-02T21:08:41.227Z,sample_text_3871,masked_k3ygsl@example.com,REDACTED,REDACTED,sample_text_4685,sample_text_9815,true,2025-09-04T10:07:58.813Z,sample_text_3694,sample_text_1667
ea49fb72-2050-42e2-81c3-091e5dbcc276,2026-03-03T14:59:07.763Z,2026-04-07T18:29:56.286Z,sample_text_4062,masked_a8m6ep@example.com,REDACTED,REDACTED,sample_text_8359,sample_text_3680,true,2025-10-05T21:54:18.424Z,sample_text_6468,sample_text_1733
7d07d517-dedd-404d-c698-f00e2aeb820f,2025-05-06T08:12:58.429Z,2026-01-17T12:13:30.984Z,sample_text_248,masked_t72se9@example.com,REDACTED,REDACTED,sample_text_9654,sample_text_2125,true,2025-05-28T09:06:17.652Z,sample_text_2682,sample_text_1621
e4b1ae0d-39bf-42a5-dfb9-7a9275ba3f82,2025-06-04T03:56:40.678Z,2025-05-09T22:56:39.078Z,sample_text_6717,masked_6mw5xf@example.com,REDACTED,REDACTED,sample_text_2893,sample_text_8087,true,2025-11-23T03:46:52.020Z,sample_text_72,sample_text_7814
621e454c-d590-4953-4dc4-27d658cef254,2025-09-19T10:25:15.140Z,2025-09-01T23:27:04.923Z,sample_text_8881,masked_srma87@example.com,REDACTED,REDACTED,sample_text_8984,sample_text_1935,false,2026-01-18T00:20:27.234Z,sample_text_6601,sample_text_5240
72571b3c-f6ea-4a2a-2118-2d3a77def4dd,2025-09-09T00:20:14.132Z,2025-09-22T17:26:49.653Z,sample_text_1780,masked_jcynga@example.com,REDACTED,REDACTED,sample_text_7076,sample_text_5859,true,2025-09-12T13:48:08.536Z,sample_text_8486,sample_text_5136
760e9861-7716-4fc7-6676-f5213f248cda,2025-04-17T12:51:31.920Z,2025-08-06T16:27:17.308Z,sample_text_1508,masked_dq6y7d@example.com,REDACTED,REDACTED,sample_text_4147,sample_text_2700,false,2025-06-11T18:27:34.233Z,sample_text_6246,sample_text_7682
91481a49-39f6-4c85-9a87-3de01f285177,2025-05-06T02:50:55.861Z,2026-03-16T05:20:38.029Z,sample_text_9604,masked_lx9ikw@example.com,REDACTED,REDACTED,sample_text_6168,sample_text_4785,false,2026-01-23T11:08:40.975Z,sample_text_5534,sample_text_8442
7a4c360c-bb74-4deb-f15e-c8b948e7a622,2025-04-23T21:15:46.181Z,2025-05-17T00:02:24.299Z,sample_text_202,masked_q5kuzi@example.com,REDACTED,REDACTED,sample_text_2518,sample_text_322,false,2025-12-20T01:24:11.424Z,sample_text_2167,sample_text_6765
699866f4-eda9-4222-4727-7702d9d050eb,2026-01-02T13:05:59.175Z,2025-05-02T10:29:56.577Z,sample_text_9177,masked_h16l6e@example.com,REDACTED,REDACTED,sample_text_8681,sample_text_4145,false,2025-04-25T11:33:32.091Z,sample_text_389,sample_text_5807
cb8fa579-1a0f-4b56-d0df-17115e069361,2025-12-17T17:45:39.926Z,2025-10-03T20:08:01.150Z,sample_text_8648,masked_9kbvmc@example.com,REDACTED,REDACTED,sample_text_884,sample_text_2839,true,2025-11-06T13:00:17.385Z,sample_text_6228,sample_text_5776
ade33206-8c00-4f20-4bf1-7781c1eb9609,2025-12-25T17:42:03.426Z,2025-06-20T09:15:34.306Z,sample_text_3423,masked_4vsplc@example.com,REDACTED,REDACTED,sample_text_5188,sample_text_5798,false,2025-05-27T07:36:25.744Z,sample_text_3740,sample_text_3393
02eac898-e03e-4ede-7167-c2b3f40e7d1a,2025-08-26T01:06:22.210Z,2025-05-18T16:14:26.876Z,sample_text_917,masked_1tnzgw@example.com,REDACTED,REDACTED,sample_text_5475,sample_text_9319,false,2025-05-31T01:54:14.712Z,sample_text_696,sample_text_1290
b941f6ec-4ce0-4310-9221-6be0482727a0,2025-04-20T10:52:09.403Z,2026-01-06T17:10:18.470Z,sample_text_9090,masked_qsyf0l@example.com,REDACTED,REDACTED,sample_text_7212,sample_text_6585,true,2025-07-16T09:30:20.014Z,sample_text_9002,sample_text_8025
